NF;Produto;Categoria;Valor;Quantidade;Total bruto;Forma de pagamento;Data da venda;Comissão;Data Vencimento;Vendedor Novo
2096;Casaco;Seção Feminina;21,2;67;1420,4;À prazo - Cartão;16/02/2022;0,1;29/03/2022;1
2097;Calça;Seção Masculina;21;63;1323;À vista - cartão;16/02/2022;0,1;19/02/2022;1
2098;Sapato;Seção Masculina;35,18;9;316,62;À prazo - Cartão;17/02/2022;0,1;20/03/2022;1
2099;Vestido;Seção Feminina;26,1;53;1383,3;Boleto - à prazo;18/02/2022;0,1;22/03/2022;0
2100;Vestido;Seção Masculina;44,21;39;1724,19;Boleto - à prazo;18/02/2022;0,15;12/03/2022;0
2101;Calça;Seção Feminina;26,1;64;1670,4;Boleto - à prazo;18/02/2022;0,1;04/03/2022;0
2102;Sapato;Seção Masculina;35,18;73;2568,14;À prazo - Cartão;18/02/2022;0,1;20/02/2022;0
2103;Casaco;Seção Masculina;44,21;39;1724,19;À vista - boleto;18/02/2022;0,1;10/04/2022;1
2104;Casaco;Seção Feminina;21;90;1890;À prazo - Cartão;19/02/2022;0,1;03/04/2022;1
2105;Vestido;Seção Feminina;44,21;5;221,05;Boleto - à prazo;19/02/2022;0,15;29/03/2022;1
2106;Sapato;Seção Feminina;21,34;45;960,3;Boleto - à prazo;19/02/2022;0,1;25/03/2022;0
2107;Sapato;Seção Feminina;35,18;29;1020,22;Boleto - à prazo;20/02/2022;0,1;24/03/2022;1
2108;Tênis;Seção Feminina;38,93;72;2802,96;Boleto - à prazo;20/02/2022;0,15;13/03/2022;0
2109;Calça;Seção Masculina;26,55;66;1752,3;À prazo - Cartão;21/02/2022;0,1;26/02/2022;1
2110;Sapato;Seção Feminina;21,2;22;466,4;Boleto - à prazo;21/02/2022;0,05;25/03/2022;1
2111;Sapato;Seção Feminina;21,34;92;1963,28;À prazo - Cartão;22/02/2022;0,15;25/02/2022;1
2112;Calça;Seção Masculina;44,21;70;3094,7;À prazo - Cartão;22/02/2022;0,1;09/03/2022;1
2113;Calça;Seção Masculina;44,21;21;928,41;Boleto - à prazo;22/02/2022;0,15;13/04/2022;1
2114;Casaco;Seção Masculina;38,93;28;1090,04;À vista - cartão;23/02/2022;0,15;12/03/2022;0
2115;Sapato;Seção Masculina;26,55;46;1221,3;Boleto - à prazo;23/02/2022;0,1;05/04/2022;0
2116;Tênis;Seção Feminina;35,18;58;2040,44;Boleto - à prazo;23/02/2022;0,1;07/03/2022;1
2117;Vestido;Seção Masculina;38,93;46;1790,78;À vista - boleto;23/02/2022;0,1;07/04/2022;0
2118;Sapato;Seção Feminina;21,2;98;2077,6;Boleto - à prazo;24/02/2022;0,05;24/04/2022;0
2119;Vestido;Seção Masculina;26,55;52;1380,6;À vista - cartão;25/02/2022;0,1;18/03/2022;1
2120;Vestido;Seção Feminina;21,34;66;1408,44;Boleto - à prazo;26/02/2022;0,15;08/04/2022;0
2121;Sapato;Seção Feminina;21;92;1932;À vista - boleto;26/02/2022;0,1;16/04/2022;1
2122;Tênis;Seção Feminina;26,55;64;1699,2;Boleto - à prazo;26/02/2022;0,1;16/03/2022;1
2123;Vestido;Seção Masculina;26,55;37;982,35;Dinheiro - À vista;26/02/2022;0,1;26/02/2022;0
2124;Sapato;Seção Feminina;26,55;20;531;À vista - boleto;27/02/2022;0,1;07/04/2022;0
2125;Vestido;Seção Masculina;26,55;31;823,05;Boleto - à prazo;27/02/2022;0,15;19/03/2022;1
2126;Calça;Seção Feminina;21;90;1890;À vista - cartão;27/02/2022;0,1;05/03/2022;0
2127;Sapato;Seção Masculina;38,93;52;2024,36;Boleto - à prazo;28/02/2022;0,1;02/04/2022;1
2128;Casaco;Seção Feminina;21,34;88;1877,92;À vista - boleto;01/03/2022;0,1;03/04/2022;1
2129;Vestido;Seção Masculina;38,93;11;428,23;Boleto - à prazo;01/03/2022;0,1;27/04/2022;1
2130;Vestido;Seção Feminina;21;17;357;À vista - boleto;01/03/2022;0,1;09/03/2022;1
2131;Calça;Seção Feminina;26,1;44;1148,4;À vista - boleto;01/03/2022;0,1;16/03/2022;0
2132;Tênis;Seção Masculina;44,21;64;2829,44;Boleto - à prazo;02/03/2022;0,1;02/04/2022;1
2133;Calça;Seção Masculina;21,34;27;576,18;Boleto - à prazo;03/03/2022;0,1;07/03/2022;0
2134;Vestido;Seção Masculina;26,55;5;132,75;À vista - boleto;03/03/2022;0,1;23/03/2022;1
2135;Vestido;Seção Masculina;21,2;39;826,8;À prazo - Cartão;04/03/2022;0,1;14/03/2022;0
2136;Sapato;Seção Masculina;26,1;31;809,1;À prazo - Cartão;04/03/2022;0,15;29/04/2022;1
2137;Vestido;Seção Masculina;38,93;36;1401,48;À vista - cartão;04/03/2022;0,15;02/05/2022;1
2138;Sapato;Seção Masculina;26,1;23;600,3;À vista - boleto;04/03/2022;0,1;08/03/2022;0
2139;Calça;Seção Feminina;21,34;4;85,36;Boleto - à prazo;04/03/2022;0,15;23/03/2022;1
2140;Vestido;Seção Masculina;38,93;24;934,32;Dinheiro - À vista;04/03/2022;0,15;04/03/2022;0
2141;Vestido;Seção Masculina;38,93;40;1557,2;À prazo - Cartão;05/03/2022;0,15;09/04/2022;1
2142;Sapato;Seção Feminina;26,1;10;261;Boleto - à prazo;05/03/2022;0,05;07/04/2022;1
2143;Calça;Seção Feminina;21;28;588;Boleto - à prazo;05/03/2022;0,1;20/03/2022;1
2144;Vestido;Seção Feminina;38,93;9;350,37;Boleto - à prazo;05/03/2022;0,15;09/03/2022;1
2145;Casaco;Seção Feminina;21,2;31;657,2;Boleto - à prazo;06/03/2022;0,1;28/03/2022;1
2146;Vestido;Seção Masculina;21,34;37;789,58;Boleto - à prazo;06/03/2022;0,1;06/04/2022;1
2147;Casaco;Seção Masculina;21,34;46;981,64;À vista - Dinheiro;07/03/2022;0,15;07/03/2022;1
2148;Calça;Seção Feminina;44,21;14;618,94;À prazo - Cartão;07/03/2022;0,1;29/04/2022;0
2149;Sapato;Seção Masculina;26,1;8;208,8;À vista - cartão;07/03/2022;0,1;16/03/2022;0
2150;Calça;Seção Feminina;38,93;87;3386,91;À prazo - Cartão;08/03/2022;0,1;06/05/2022;1
2151;Casaco;Seção Masculina;21,2;27;572,4;Boleto - à prazo;09/03/2022;0,15;02/05/2022;1
2152;Casaco;Seção Feminina;38,93;37;1440,41;À prazo - Cartão;10/03/2022;0,1;01/04/2022;1
2153;Sapato;Seção Masculina;26,1;8;208,8;Boleto - à prazo;11/03/2022;0,1;25/04/2022;1
2154;Calça;Seção Feminina;38,93;98;3815,14;Dinheiro - À vista;12/03/2022;0,1;12/03/2022;0
2155;Calça;Seção Masculina;21,34;7;149,38;Boleto - à prazo;12/03/2022;0,15;29/04/2022;0
2156;Calça;Seção Masculina;44,21;10;442,1;À vista - boleto;14/03/2022;0,1;30/03/2022;0
2157;Sapato;Seção Feminina;35,18;87;3060,66;À prazo - Cartão;14/03/2022;0,1;20/04/2022;0
2158;Vestido;Seção Masculina;44,21;78;3448,38;À prazo - Cartão;14/03/2022;0,1;07/04/2022;0
2159;Sapato;Seção Masculina;26,1;54;1409,4;Boleto - à prazo;15/03/2022;0,1;04/04/2022;0
2160;Calça;Seção Masculina;21,2;89;1886,8;Boleto - à prazo;15/03/2022;0,1;14/05/2022;0
2161;Sapato;Seção Feminina;21;79;1659;Boleto - à prazo;16/03/2022;0,1;14/05/2022;1
2162;Sapato;Seção Masculina;26,55;57;1513,35;Boleto - à prazo;16/03/2022;0,1;11/04/2022;1
2163;Vestido;Seção Feminina;21,2;21;445,2;À vista - cartão;17/03/2022;0,15;21/03/2022;1
2164;Vestido;Seção Masculina;44,21;17;751,57;À prazo - Cartão;17/03/2022;0,1;25/04/2022;1
2165;Sapato;Seção Masculina;21,34;51;1088,34;Boleto - à prazo;17/03/2022;0,15;22/04/2022;1
2166;Sapato;Seção Masculina;38,93;35;1362,55;Dinheiro - À vista;17/03/2022;0,1;17/03/2022;0
2167;Casaco;Seção Feminina;26,1;79;2061,9;À vista - Dinheiro;17/03/2022;0,15;17/03/2022;0
2168;Calça;Seção Feminina;38,93;35;1362,55;Boleto - à prazo;18/03/2022;0,15;21/04/2022;0
2169;Casaco;Seção Masculina;44,21;68;3006,28;Dinheiro - À vista;19/03/2022;0,1;19/03/2022;1
2170;Sapato;Seção Feminina;21;61;1281;Boleto - à prazo;19/03/2022;0,15;26/03/2022;1
2171;Vestido;Seção Masculina;35,18;81;2849,58;À prazo - Cartão;19/03/2022;0,15;09/05/2022;1
2172;Vestido;Seção Feminina;21,34;36;768,24;À vista - boleto;19/03/2022;0,15;10/05/2022;0
2173;Casaco;Seção Feminina;21;17;357;Boleto - à prazo;20/03/2022;0,1;28/03/2022;0
2174;Casaco;Seção Feminina;35,18;23;809,14;Boleto - à prazo;20/03/2022;0,1;25/04/2022;1
2175;Tênis;Seção Feminina;26,1;74;1931,4;Boleto - à prazo;20/03/2022;0,1;10/04/2022;1
2176;Calça;Seção Masculina;38,93;51;1985,43;À vista - Dinheiro;21/03/2022;0,1;21/03/2022;1
2177;Calça;Seção Feminina;21,2;3;63,6;Dinheiro - À vista;21/03/2022;0,1;21/03/2022;1
2178;Vestido;Seção Feminina;21;51;1071;Boleto - à prazo;21/03/2022;0,1;10/04/2022;1
2179;Vestido;Seção Masculina;38,93;63;2452,59;À vista - Dinheiro;21/03/2022;0,1;21/03/2022;1
2180;Casaco;Seção Feminina;21,2;13;275,6;À vista - Dinheiro;21/03/2022;0,15;21/03/2022;0
2181;Sapato;Seção Masculina;44,21;34;1503,14;À vista - boleto;22/03/2022;0,15;24/04/2022;1
2182;Calça;Seção Feminina;26,1;78;2035,8;À prazo - Cartão;22/03/2022;0,15;04/04/2022;0
2183;Casaco;Seção Masculina;44,21;75;3315,75;À prazo - Cartão;22/03/2022;0,1;20/04/2022;1
2184;Casaco;Seção Masculina;26,1;82;2140,2;Boleto - à prazo;23/03/2022;0,1;17/04/2022;0
2185;Sapato;Seção Feminina;21,34;16;341,44;Boleto - à prazo;23/03/2022;0,15;20/05/2022;0
2186;Casaco;Seção Feminina;44,21;75;3315,75;À vista - boleto;23/03/2022;0,1;06/05/2022;1
2187;Calça;Seção Feminina;21;27;567;Boleto - à prazo;24/03/2022;0,1;23/04/2022;0
2188;Sapato;Seção Feminina;21;6;126;Dinheiro - À vista;24/03/2022;0,1;24/03/2022;1
2189;Sapato;Seção Masculina;44,21;30;1326,3;À vista - cartão;24/03/2022;0,1;11/05/2022;0
2190;Tênis;Seção Feminina;26,1;70;1827;Boleto - à prazo;24/03/2022;0,1;21/05/2022;0
2191;Sapato;Seção Feminina;21,34;57;1216,38;Dinheiro - À vista;25/03/2022;0,1;25/03/2022;0
2192;Calça;Seção Masculina;21,2;68;1441,6;Boleto - à prazo;26/03/2022;0,1;03/05/2022;1
2193;Sapato;Seção Feminina;26,55;75;1991,25;À vista - boleto;26/03/2022;0,1;25/04/2022;1
2194;Sapato;Seção Feminina;26,1;19;495,9;À prazo - Cartão;26/03/2022;0,15;15/05/2022;0
2195;Vestido;Seção Feminina;26,55;28;743,4;Boleto - à prazo;27/03/2022;0,15;02/04/2022;1
2196;Vestido;Seção Masculina;21,34;90;1920,6;Boleto - à prazo;27/03/2022;0,1;11/04/2022;1
2197;Vestido;Seção Feminina;26,1;6;156,6;À vista - cartão;27/03/2022;0,15;03/04/2022;1
2198;Sapato;Seção Masculina;26,1;12;313,2;À vista - Dinheiro;28/03/2022;0,1;28/03/2022;1
2199;Casaco;Seção Feminina;21,34;98;2091,32;À vista - cartão;28/03/2022;0,1;19/05/2022;1
2200;Calça;Seção Feminina;38,93;66;2569,38;Boleto - à prazo;28/03/2022;0,05;26/05/2022;1
2201;Sapato;Seção Feminina;38,93;55;2141,15;Dinheiro - À vista;28/03/2022;0,1;28/03/2022;1
2202;Sapato;Seção Feminina;21,2;100;2120;À vista - boleto;31/03/2022;0,1;05/04/2022;1
2203;Vestido;Seção Masculina;38,93;35;1362,55;Dinheiro - À vista;31/03/2022;0,15;31/03/2022;1
2204;Calça;Seção Feminina;44,21;28;1237,88;Boleto - à prazo;31/03/2022;0,1;29/04/2022;1
2205;Sapato;Seção Masculina;21,2;39;826,8;Boleto - à prazo;31/03/2022;0,1;23/04/2022;1
2206;Tênis;Seção Feminina;44,21;88;3890,48;Boleto - à prazo;31/03/2022;0,1;26/05/2022;0
2207;Casaco;Seção Masculina;26,1;40;1044;Boleto - à prazo;31/03/2022;0,15;13/05/2022;0
2208;Calça;Seção Masculina;44,21;78;3448,38;Boleto - à prazo;31/03/2022;0,1;16/04/2022;0
2209;Sapato;Seção Masculina;38,93;17;661,81;À vista - cartão;31/03/2022;0,1;18/04/2022;1
2210;Sapato;Seção Masculina;21,34;43;917,62;À vista - cartão;31/03/2022;0,1;11/04/2022;0
2211;Vestido;Seção Masculina;38,93;9;350,37;À prazo - Cartão;31/03/2022;0,1;25/05/2022;0
2212;Vestido;Seção Feminina;35,18;70;2462,6;Boleto - à prazo;31/03/2022;0,1;24/05/2022;0
2213;Vestido;Seção Masculina;21,34;23;490,82;Boleto - à prazo;01/04/2022;0,1;30/05/2022;0
2214;Tênis;Seção Feminina;44,21;64;2829,44;Boleto - à prazo;01/04/2022;0,15;07/05/2022;0
2215;Vestido;Seção Feminina;21,2;39;826,8;À prazo - Cartão;02/04/2022;0,1;20/05/2022;0
2216;Sapato;Seção Feminina;21;37;777;Boleto - à prazo;03/04/2022;0,1;09/05/2022;0
2217;Sapato;Seção Masculina;26,55;4;106,2;À vista - cartão;04/04/2022;0,15;31/05/2022;0
2218;Sapato;Seção Masculina;26,1;44;1148,4;À vista - Dinheiro;04/04/2022;0,1;04/04/2022;0
2219;Calça;Seção Masculina;26,1;67;1748,7;À vista - cartão;05/04/2022;0,1;26/04/2022;1
2220;Casaco;Seção Masculina;26,55;1;26,55;Boleto - à prazo;05/04/2022;0,05;23/04/2022;1
2221;Sapato;Seção Feminina;21,34;79;1685,86;Boleto - à prazo;05/04/2022;0,15;01/06/2022;1
2222;Casaco;Seção Masculina;26,55;39;1035,45;À prazo - Cartão;08/04/2022;0,1;01/05/2022;1
2223;Sapato;Seção Feminina;21,2;71;1505,2;À prazo - Cartão;08/04/2022;0,1;16/04/2022;1
2224;Sapato;Seção Masculina;21,2;77;1632,4;À vista - boleto;08/04/2022;0,1;12/05/2022;1
2225;Sapato;Seção Masculina;26,1;22;574,2;Boleto - à prazo;09/04/2022;0,1;13/05/2022;1
2226;Vestido;Seção Masculina;38,93;57;2219,01;Dinheiro - À vista;09/04/2022;0,1;09/04/2022;0
2227;Sapato;Seção Masculina;21,2;4;84,8;Dinheiro - À vista;10/04/2022;0,15;10/04/2022;1
2228;Sapato;Seção Feminina;21,2;84;1780,8;Boleto - à prazo;11/04/2022;0,15;05/05/2022;1
2229;Vestido;Seção Feminina;44,21;61;2696,81;À vista - boleto;11/04/2022;0,15;23/04/2022;1
2230;Sapato;Seção Masculina;38,93;20;778,6;Dinheiro - À vista;11/04/2022;0,1;11/04/2022;0
2231;Sapato;Seção Feminina;26,55;39;1035,45;À vista - cartão;12/04/2022;0,1;17/04/2022;1
2232;Sapato;Seção Masculina;21,2;78;1653,6;À prazo - Cartão;12/04/2022;0,05;06/06/2022;0
2233;Sapato;Seção Feminina;26,1;13;339,3;À prazo - Cartão;13/04/2022;0,1;19/05/2022;0
2234;Vestido;Seção Feminina;26,55;46;1221,3;À vista - boleto;14/04/2022;0,15;25/05/2022;0
2235;Vestido;Seção Feminina;21,2;73;1547,6;Boleto - à prazo;14/04/2022;0,1;12/06/2022;1
2236;Calça;Seção Masculina;21,2;23;487,6;À vista - Dinheiro;14/04/2022;0,1;14/04/2022;1
2237;Calça;Seção Masculina;44,21;1;44,21;À vista - cartão;14/04/2022;0,15;27/04/2022;0
2238;Calça;Seção Feminina;21,34;74;1579,16;À vista - cartão;15/04/2022;0,15;20/04/2022;0
2239;Vestido;Seção Feminina;44,21;16;707,36;À prazo - Cartão;15/04/2022;0,1;15/05/2022;1
2240;Sapato;Seção Masculina;26,55;14;371,7;À vista - boleto;15/04/2022;0,1;13/06/2022;1
2241;Vestido;Seção Feminina;21,2;15;318;Boleto - à prazo;15/04/2022;0,15;04/05/2022;0
2242;Sapato;Seção Masculina;26,55;20;531;À vista - boleto;16/04/2022;0,15;06/05/2022;0
2243;Sapato;Seção Masculina;21,2;3;63,6;Boleto - à prazo;16/04/2022;0,1;28/05/2022;1
2244;Vestido;Seção Masculina;44,21;49;2166,29;À prazo - Cartão;16/04/2022;0,15;17/05/2022;0
2245;Vestido;Seção Masculina;38,93;25;973,25;À prazo - Cartão;16/04/2022;0,1;18/04/2022;1
2246;Vestido;Seção Feminina;21;33;693;À prazo - Cartão;17/04/2022;0,05;03/06/2022;0
2247;Casaco;Seção Feminina;35,18;41;1442,38;Boleto - à prazo;17/04/2022;0,1;26/04/2022;1
2248;Tênis;Seção Feminina;26,1;95;2479,5;À prazo - Cartão;18/04/2022;0,15;25/05/2022;1
2249;Casaco;Seção Masculina;26,55;35;929,25;À vista - cartão;19/04/2022;0,15;05/06/2022;1
2250;Sapato;Seção Feminina;26,1;9;234,9;À prazo - Cartão;19/04/2022;0,1;11/05/2022;1
2251;Sapato;Seção Feminina;21,34;13;277,42;À vista - boleto;19/04/2022;0,1;25/04/2022;1
2252;Tênis;Seção Masculina;21,34;32;682,88;À prazo - Cartão;20/04/2022;0,1;16/06/2022;1
2253;Casaco;Seção Masculina;26,1;48;1252,8;À vista - boleto;20/04/2022;0,15;12/06/2022;1
2254;Sapato;Seção Masculina;26,1;89;2322,9;À vista - boleto;20/04/2022;0,15;26/04/2022;0
2255;Sapato;Seção Masculina;26,1;6;156,6;Dinheiro - À vista;20/04/2022;0,1;20/04/2022;0
2256;Calça;Seção Feminina;26,55;78;2070,9;À vista - cartão;20/04/2022;0,1;01/06/2022;1
2257;Vestido;Seção Feminina;21,34;84;1792,56;Boleto - à prazo;21/04/2022;0,15;14/05/2022;0
2258;Vestido;Seção Masculina;44,21;37;1635,77;Boleto - à prazo;21/04/2022;0,15;27/05/2022;0
2259;Calça;Seção Feminina;21,2;17;360,4;Boleto - à prazo;21/04/2022;0,1;26/05/2022;1
2260;Tênis;Seção Feminina;26,1;51;1331,1;Boleto - à prazo;22/04/2022;0,1;18/05/2022;1
2261;Sapato;Seção Masculina;26,1;63;1644,3;Boleto - à prazo;22/04/2022;0,15;28/05/2022;0
2262;Tênis;Seção Feminina;26,55;53;1407,15;À vista - boleto;22/04/2022;0,1;16/06/2022;0
2263;Calça;Seção Feminina;26,55;91;2416,05;À vista - boleto;23/04/2022;0,1;25/04/2022;1
2264;Vestido;Seção Masculina;44,21;84;3713,64;À vista - cartão;24/04/2022;0,15;15/05/2022;0
2265;Tênis;Seção Masculina;21,2;47;996,4;Boleto - à prazo;25/04/2022;0,15;11/05/2022;0
2266;Vestido;Seção Feminina;26,55;15;398,25;Boleto - à prazo;25/04/2022;0,1;15/05/2022;1
2267;Sapato;Seção Feminina;44,21;40;1768,4;À vista - cartão;25/04/2022;0,15;12/06/2022;1
2268;Sapato;Seção Masculina;38,93;32;1245,76;À prazo - Cartão;25/04/2022;0,1;03/06/2022;0
2269;Tênis;Seção Masculina;21,34;71;1515,14;Boleto - à prazo;25/04/2022;0,15;26/05/2022;0
2270;Casaco;Seção Feminina;21,34;94;2005,96;Boleto - à prazo;26/04/2022;0,15;22/06/2022;1
2271;Tênis;Seção Feminina;44,21;1;44,21;Dinheiro - À vista;27/04/2022;0,1;27/04/2022;0
2272;Calça;Seção Feminina;44,21;36;1591,56;À prazo - Cartão;27/04/2022;0,15;14/06/2022;1
2273;Vestido;Seção Masculina;26,1;95;2479,5;À prazo - Cartão;27/04/2022;0,1;14/05/2022;1
2274;Sapato;Seção Feminina;21;19;399;À vista - Dinheiro;27/04/2022;0,05;27/04/2022;0
2275;Tênis;Seção Masculina;38,93;53;2063,29;À vista - boleto;28/04/2022;0,15;01/06/2022;1
2276;Casaco;Seção Masculina;21,34;52;1109,68;À vista - cartão;28/04/2022;0,15;20/05/2022;1
2277;Tênis;Seção Masculina;21,2;89;1886,8;Boleto - à prazo;28/04/2022;0,05;09/06/2022;0
2278;Vestido;Seção Masculina;26,55;39;1035,45;À vista - boleto;29/04/2022;0,1;20/06/2022;0
2279;Calça;Seção Feminina;26,1;51;1331,1;À prazo - Cartão;30/04/2022;0,15;25/05/2022;0
2280;Vestido;Seção Masculina;21,2;50;1060;À prazo - Cartão;30/04/2022;0,15;06/05/2022;0
2281;Calça;Seção Masculina;21,2;26;551,2;À prazo - Cartão;30/04/2022;0,15;05/06/2022;0
2282;Sapato;Seção Masculina;21,2;74;1568,8;À vista - boleto;30/04/2022;0,1;26/06/2022;0
2283;Calça;Seção Masculina;38,93;35;1362,55;Boleto - à prazo;30/04/2022;0,1;04/05/2022;1
2284;Calça;Seção Masculina;26,55;20;531;Dinheiro - À vista;01/05/2022;0,1;01/05/2022;0
2285;Sapato;Seção Feminina;21,34;41;874,94;À vista - boleto;01/05/2022;0,1;17/06/2022;1
2286;Vestido;Seção Masculina;26,55;7;185,85;Boleto - à prazo;01/05/2022;0,15;12/05/2022;0
2287;Calça;Seção Masculina;26,55;99;2628,45;À prazo - Cartão;01/05/2022;0,1;02/05/2022;1
2288;Casaco;Seção Masculina;26,1;72;1879,2;Boleto - à prazo;03/05/2022;0,1;06/06/2022;1
2289;Calça;Seção Feminina;21;55;1155;À vista - cartão;03/05/2022;0,15;17/05/2022;1
2290;Vestido;Seção Feminina;26,1;45;1174,5;Boleto - à prazo;03/05/2022;0,15;29/05/2022;1
2291;Calça;Seção Masculina;26,1;39;1017,9;Dinheiro - À vista;03/05/2022;0,1;03/05/2022;0
2292;Calça;Seção Masculina;44,21;6;265,26;À vista - cartão;04/05/2022;0,05;01/07/2022;1
2293;Vestido;Seção Masculina;21,34;12;256,08;Boleto - à prazo;04/05/2022;0,15;16/05/2022;1
2294;Vestido;Seção Feminina;26,55;94;2495,7;À prazo - Cartão;04/05/2022;0,1;30/06/2022;1
2295;Casaco;Seção Feminina;38,93;44;1712,92;À prazo - Cartão;06/05/2022;0,15;19/06/2022;1
2296;Sapato;Seção Masculina;21,34;98;2091,32;À prazo - Cartão;07/05/2022;0,1;30/06/2022;1
2297;Tênis;Seção Masculina;38,93;54;2102,22;Dinheiro - À vista;08/05/2022;0,15;08/05/2022;1
2298;Vestido;Seção Masculina;21,34;89;1899,26;À vista - boleto;08/05/2022;0,15;26/05/2022;0
2299;Sapato;Seção Feminina;44,21;73;3227,33;Boleto - à prazo;08/05/2022;0,1;22/06/2022;1
2300;Casaco;Seção Masculina;26,55;22;584,1;Boleto - à prazo;09/05/2022;0,15;27/05/2022;0
2301;Casaco;Seção Masculina;26,55;13;345,15;À vista - boleto;09/05/2022;0,1;25/06/2022;0
2302;Sapato;Seção Masculina;26,1;25;652,5;À vista - boleto;09/05/2022;0,15;19/05/2022;0
2303;Vestido;Seção Masculina;38,93;2;77,86;Boleto - à prazo;09/05/2022;0,1;02/07/2022;1
2304;Vestido;Seção Masculina;44,21;61;2696,81;Boleto - à prazo;10/05/2022;0,1;20/06/2022;0
2305;Sapato;Seção Feminina;21,2;53;1123,6;Boleto - à prazo;11/05/2022;0,15;24/06/2022;1
2306;Calça;Seção Masculina;26,55;75;1991,25;Boleto - à prazo;11/05/2022;0,1;13/05/2022;0
2307;Calça;Seção Masculina;26,55;87;2309,85;Boleto - à prazo;11/05/2022;0,15;09/06/2022;0
2308;Casaco;Seção Masculina;26,55;72;1911,6;À vista - cartão;11/05/2022;0,15;05/06/2022;1
2309;Vestido;Seção Feminina;38,93;7;272,51;Dinheiro - À vista;12/05/2022;0,1;12/05/2022;1
2310;Calça;Seção Feminina;21,34;46;981,64;Dinheiro - À vista;12/05/2022;0,1;12/05/2022;1
2311;Vestido;Seção Masculina;44,21;96;4244,16;À vista - Dinheiro;13/05/2022;0,1;13/05/2022;0
2312;Casaco;Seção Feminina;26,55;96;2548,8;Boleto - à prazo;13/05/2022;0,1;30/05/2022;0
2313;Vestido;Seção Feminina;21,34;33;704,22;Boleto - à prazo;14/05/2022;0,1;25/05/2022;0
2314;Vestido;Seção Masculina;26,55;80;2124;Boleto - à prazo;14/05/2022;0,1;07/06/2022;0
2315;Calça;Seção Feminina;38,93;19;739,67;À prazo - Cartão;15/05/2022;0,05;22/06/2022;1
2316;Sapato;Seção Feminina;26,1;54;1409,4;Boleto - à prazo;15/05/2022;0,15;12/07/2022;1
2317;Sapato;Seção Masculina;26,1;60;1566;Boleto - à prazo;16/05/2022;0,05;02/07/2022;0
2318;Casaco;Seção Feminina;26,1;85;2218,5;À prazo - Cartão;17/05/2022;0,05;07/06/2022;1
2319;Casaco;Seção Masculina;26,1;25;652,5;À vista - cartão;17/05/2022;0,1;25/05/2022;1
2320;Tênis;Seção Masculina;44,21;72;3183,12;Boleto - à prazo;17/05/2022;0,1;12/07/2022;1
2321;Sapato;Seção Masculina;44,21;74;3271,54;Boleto - à prazo;18/05/2022;0,15;03/06/2022;1
2322;Sapato;Seção Masculina;26,55;53;1407,15;Dinheiro - À vista;18/05/2022;0,15;18/05/2022;1
2323;Sapato;Seção Feminina;44,21;14;618,94;À vista - boleto;18/05/2022;0,1;14/06/2022;0
2324;Vestido;Seção Masculina;26,55;26;690,3;À prazo - Cartão;19/05/2022;0,1;26/05/2022;0
2325;Vestido;Seção Feminina;44,21;20;884,2;À vista - boleto;21/05/2022;0,15;26/05/2022;0
2326;Tênis;Seção Masculina;21,2;43;911,6;Boleto - à prazo;21/05/2022;0,1;07/06/2022;0
2327;Sapato;Seção Masculina;21,34;3;64,02;À prazo - Cartão;21/05/2022;0,15;28/05/2022;0
2328;Vestido;Seção Feminina;26,1;53;1383,3;Dinheiro - À vista;21/05/2022;0,1;21/05/2022;0
2329;Sapato;Seção Feminina;21,34;1;21,34;À prazo - Cartão;22/05/2022;0,1;19/06/2022;0
2330;Vestido;Seção Masculina;38,93;82;3192,26;Boleto - à prazo;22/05/2022;0,1;25/05/2022;0
2331;Sapato;Seção Masculina;26,55;80;2124;À prazo - Cartão;22/05/2022;0,1;16/06/2022;1
2332;Sapato;Seção Feminina;26,55;19;504,45;À vista - boleto;22/05/2022;0,1;30/05/2022;0
2333;Sapato;Seção Masculina;38,93;84;3270,12;Boleto - à prazo;23/05/2022;0,1;01/06/2022;1
2334;Vestido;Seção Masculina;38,93;42;1635,06;Boleto - à prazo;23/05/2022;0,1;27/05/2022;0
2335;Casaco;Seção Masculina;26,1;27;704,7;À prazo - Cartão;23/05/2022;0,15;09/06/2022;1
2336;Vestido;Seção Masculina;38,93;20;778,6;À vista - boleto;23/05/2022;0,15;16/07/2022;1
2337;Vestido;Seção Masculina;26,1;77;2009,7;Boleto - à prazo;23/05/2022;0,1;16/07/2022;0
2338;Tênis;Seção Feminina;26,55;64;1699,2;Boleto - à prazo;23/05/2022;0,15;20/06/2022;1
2339;Vestido;Seção Feminina;26,55;87;2309,85;Boleto - à prazo;24/05/2022;0,15;23/07/2022;0
2340;Sapato;Seção Feminina;21,2;98;2077,6;Boleto - à prazo;24/05/2022;0,1;23/06/2022;0
2341;Sapato;Seção Feminina;21,34;94;2005,96;Boleto - à prazo;24/05/2022;0,05;21/06/2022;0
2342;Calça;Seção Masculina;21,34;87;1856,58;Boleto - à prazo;24/05/2022;0,05;24/06/2022;0
2343;Sapato;Seção Feminina;21,34;69;1472,46;À vista - boleto;24/05/2022;0,15;10/06/2022;1
2344;Vestido;Seção Masculina;26,1;99;2583,9;Boleto - à prazo;25/05/2022;0,1;26/06/2022;0
2345;Tênis;Seção Feminina;21,34;68;1451,12;À vista - boleto;25/05/2022;0,1;13/07/2022;1
